RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Y0,Y1,Z_cat,Z,D,D_cat
9128,15643487,Sal,630,Spain,Male,39,10,105473.74,1,0,0,58854.88,1,1589.8053972586981,1685.4204743191756,0,0,0,0
9129,15764033,Lin,693,Germany,Female,43,1,121927.92,1,1,0,87994.95,1,2532.2510021196545,2632.5962140972138,1,0,0,1
9130,15747288,Ferri,838,Spain,Female,40,6,61671.19,1,0,1,150659.35,1,3958.114507747502,4032.9271781373645,0,0,0,0
9131,15790599,Yin,756,Germany,Female,39,5,149363.12,2,1,1,109098.39,0,3467.9726593324076,3567.422528290172,0,0,0,1
9132,15737705,Avdeyeva,775,France,Female,27,4,152309.37,1,1,0,104112.0,0,3333.746830538027,3435.319623948327,0,0,0,0
9133,15737194,Tu,635,France,Female,33,5,0.0,2,1,0,122949.71,0,3056.4668202275407,3161.3005112226747,0,0,0,0
9134,15726776,Donnelly,705,Spain,Male,36,1,111629.29,1,1,1,21807.16,0,250.46987823274443,354.05274760911675,0,0,0,1
9135,15804357,Loggia,481,France,Male,40,3,0.0,1,1,1,32319.93,0,1583.9213319135877,1683.1589514359016,1,0,0,0
9136,15664432,Chao,727,Spain,Female,49,7,96296.78,1,1,0,190457.87,1,5420.933473858032,5521.396073189614,0,0,0,0
9137,15688984,Belonwu,595,France,Male,20,4,95830.43,1,1,0,177738.98,0,3920.674247041359,4011.9935565679966,0,0,0,1
9138,15583026,Welch,535,France,Female,38,0,135919.33,1,1,0,80425.65,0,2704.819929099101,2813.6973649511506,0,1,1,1
9139,15771668,Henderson,578,France,Male,59,10,185966.64,1,0,0,9445.42,1,-1104.4810838834512,-998.2778585643174,1,1,1,1
9140,15779904,Yobanna,597,France,Female,29,5,0.0,2,1,1,174825.57,0,3856.4107064534483,3953.993554458984,0,1,1,0
9141,15784323,Gallo,449,France,Female,21,7,0.0,2,0,0,175743.92,0,4236.653010103257,4331.781580498271,0,0,0,1
9142,15756277,Wilson,850,Germany,Female,43,8,92244.83,2,1,0,54949.73,0,1964.62306652014,2078.7228129041964,1,0,0,1
9143,15663312,Marino,494,France,Female,35,9,112727.06,2,1,0,183752.91,0,4407.008547323922,4509.588734424473,0,0,0,0
9144,15793197,Bailey,676,France,Female,34,8,100359.54,1,0,0,46038.28,0,3209.4437544450348,3318.630873125077,0,0,0,0
9145,15731463,Gboliwe,818,Germany,Male,43,10,105301.5,1,1,1,78941.59,0,2148.036044248851,2258.7167942217416,1,0,0,1
9146,15621768,Chukwuhaenye,712,Spain,Male,45,6,112994.65,1,0,0,198398.68,0,5607.4349043814045,5702.462534313086,1,0,0,1
9147,15691323,Bianchi,672,Germany,Male,40,4,89025.88,2,1,0,188892.19,0,4050.4535123025885,4158.52329656724,0,0,0,0
9148,15781326,Ford,636,France,Male,35,9,95478.17,1,0,0,169286.74,0,3388.8518268051794,3480.2964283096935,0,1,1,0
9149,15595640,Rizzo,698,France,Male,37,8,0.0,2,0,0,145004.39,0,4550.25553040697,4640.262259151902,0,0,0,1
9150,15814331,Lung,597,Germany,Female,43,7,119127.46,2,1,0,55809.92,0,2115.8369917177197,2212.03856391627,0,1,1,0
9151,15602030,Ramirez,717,France,Male,28,4,128206.79,1,1,1,54272.12,0,2012.3354974668307,2109.833434356214,0,1,1,0
9152,15747974,Sabbatini,614,France,Male,49,1,0.0,2,1,0,192440.54,0,3749.5865846037887,3850.625986970235,0,0,0,1
9153,15611315,Ts'ao,708,Germany,Female,23,4,71433.08,1,1,0,103697.57,0,2080.7920248715222,2175.9273157128578,0,0,0,1
9154,15636977,Trevisan,507,Germany,Male,36,9,118214.32,3,1,0,119110.03,1,3481.623997890881,3604.050822832007,1,0,0,1
9155,15690337,Chinwenma,581,France,Female,27,5,102258.11,2,1,0,194681.6,0,4520.056426255149,4633.159649801316,0,0,0,1
9156,15680666,Berry,579,Spain,Female,39,2,151963.26,2,1,0,158948.63,0,3872.164745895519,3994.529719708406,1,0,0,1
9157,15679551,Colombo,504,Spain,Female,46,2,163764.84,1,1,1,165122.55,1,4203.646597359344,4307.651428622275,1,0,0,1
9158,15778915,Harris,737,France,Female,32,7,128551.36,2,0,1,189402.71,0,4966.2773876692445,5060.057218969027,0,0,0,1
9159,15568849,Bryan,540,Spain,Female,31,10,118158.74,1,1,1,158027.57,0,3949.1647120964694,4062.795645897763,0,0,0,1
9160,15747762,Chigozie,609,France,Male,32,7,118520.41,1,0,0,3815.48,0,715.6005316000383,799.6205808314991,0,0,0,0
9161,15753679,Mullawirraburka,778,France,Male,24,4,0.0,2,1,1,162809.2,0,5010.573362428661,5121.164242624966,0,0,0,0
9162,15750049,Steele,621,France,Male,40,10,163823.37,1,0,0,89519.47,0,1913.083580447625,2008.8531410687087,0,0,0,0
9163,15606097,Zakharov,665,Germany,Male,63,7,104469.58,1,1,1,25165.36,1,1329.0908410102325,1442.1192395325995,1,0,0,1
9164,15802368,Ch'eng,608,France,Female,47,6,0.0,1,1,1,126012.57,0,2893.106774242091,2984.486223579863,0,0,0,0
9165,15767488,Berry,680,Spain,Male,36,7,0.0,2,1,0,20109.21,0,1829.5884199748837,1933.8757167827418,0,0,0,0
9166,15669946,Jen,663,Germany,Female,46,2,141726.88,1,1,1,58257.23,0,591.5984158511819,689.2797678612935,0,0,0,1
9167,15612103,Wang,627,Germany,Female,35,2,137852.96,1,1,1,172269.21,1,4473.767245911204,4551.153242990215,1,1,1,1
9168,15645353,Chubb,607,France,Male,26,1,0.0,1,1,0,29818.2,0,1007.9981612713382,1095.2262366981224,1,1,1,1
9169,15650018,Chen,681,France,Female,43,8,154100.3,1,0,0,114659.81,0,2622.3005161223673,2740.1926521639216,1,0,0,1
9170,15659002,Mazzanti,766,France,Female,45,6,0.0,2,0,0,147184.74,0,3080.171119806331,3173.746719337922,0,1,0,0
9171,15616028,T'ao,694,France,Male,30,2,0.0,3,0,1,15039.41,0,1038.3932973491274,1135.7940942608336,0,0,0,0
9172,15660475,Ndubueze,411,France,Female,54,9,0.0,1,0,1,76621.49,0,1898.9078427340237,2002.2914193561526,0,1,1,0
9173,15652615,Ferri,742,France,Male,39,8,140004.96,1,1,1,92985.78,0,2728.0547859269896,2829.5211932300313,0,0,0,0
9174,15653572,Thornton,673,Spain,Male,43,8,127132.96,1,0,1,6009.27,1,1407.5132828884318,1514.1226886466497,0,0,0,0
9175,15628059,DeRose,529,France,Male,61,1,0.0,2,1,1,191370.97,0,4093.917091845744,4210.3368394737845,0,0,0,0
9176,15703413,Montes,519,France,Female,38,7,125328.56,1,1,0,188225.67,0,4250.419720098195,4335.76538962977,0,0,0,0
9177,15610433,Kwemto,573,France,Male,35,9,0.0,2,1,0,11743.89,0,434.35840838007323,530.2754060835068,0,0,0,0
9178,15770548,Lucchese,453,Germany,Female,28,3,139986.65,1,1,0,136846.75,0,3796.929483192431,3899.47293313462,0,0,0,0
9179,15645637,Huggins,798,Germany,Female,39,6,119787.76,1,1,1,164248.33,0,3605.7232183191813,3734.477024359875,0,1,1,0
9180,15590888,Wade,693,Spain,Female,34,10,107556.06,2,0,0,154631.35,0,3987.6639610172033,4082.9340322669113,0,0,0,0
9181,15568326,Kenenna,637,France,Female,44,2,0.0,2,1,0,149665.65,0,3486.313087857026,3591.196570629156,0,0,0,0
9182,15655368,Wheeler,672,France,Male,47,1,0.0,1,0,0,91574.92,0,1173.3520748902254,1278.1731053107621,1,0,0,1
9183,15665579,Cartwright,597,France,Female,28,0,142705.95,1,1,0,127233.39,0,3570.4606338039575,3650.8101557186565,0,1,1,1
9184,15676091,Iloerika,543,France,Male,42,7,0.0,1,1,1,56650.47,0,2011.5332467975375,2131.0962812641615,0,0,0,1
9185,15716984,Palermo,695,Spain,Female,56,4,0.0,2,1,0,84644.76,0,1863.5351061652868,1969.9759422005557,0,0,0,0
9186,15715078,Nkemakolam,584,France,Male,35,6,161613.94,2,1,1,148238.16,0,3569.308355631549,3688.4896378458916,0,1,0,0
9187,15569452,Butler,652,Germany,Female,58,3,116353.2,2,0,1,193502.9,0,4980.780676268036,5066.703286493257,0,0,0,0
9188,15628863,Calabresi,601,France,Male,38,4,60013.81,1,1,1,38020.05,0,1232.691483161893,1341.0118757738182,0,0,0,1
9189,15778192,Nkemdilim,628,Spain,Male,28,4,0.0,2,1,1,176750.81,0,4071.870553419952,4177.896548737295,0,1,1,1
9190,15793723,Ch'iu,607,Germany,Male,32,9,144272.07,2,1,0,176580.63,0,3790.107679864204,3905.024335144651,0,0,0,0
9191,15798943,Alexander,646,France,Female,46,8,0.0,2,1,0,133059.15,0,3651.4307627155063,3738.6755106672463,0,0,0,0
9192,15764708,Chiabuotu,572,France,Male,30,6,117696.67,1,1,0,100843.82,0,4033.6146819559394,4135.698171686916,0,0,0,0
9193,15791040,Vasilyeva,801,Spain,Male,58,1,79954.61,2,1,1,30484.19,0,822.7509717039558,930.3574654345199,1,0,0,1
9194,15631512,Schneider,597,France,Female,26,8,149989.39,1,1,0,42330.58,0,2204.635641933959,2305.046551599793,0,0,0,0
9195,15640106,Mason,613,France,Male,40,7,124339.9,1,0,0,193309.58,0,4493.418729624063,4593.6534018961265,0,1,1,0
9196,15710315,Chukwukadibia,529,Germany,Male,29,4,135759.4,1,0,0,112813.79,1,2925.831978900418,3012.28681965604,0,1,1,0
9197,15771535,Tsui,794,Spain,Female,37,9,0.0,2,1,0,68008.85,0,1953.2070267480785,2072.3705417255806,0,0,0,0
9198,15611947,Banks,557,France,Male,34,3,83074.0,1,1,0,132673.22,0,2779.006696917129,2873.5961579839272,0,0,0,0
9199,15670266,Shih,499,France,Female,28,4,141792.61,1,1,1,22001.91,0,261.4816598698833,360.2254278615048,0,1,1,0
9200,15609083,Tretiakova,544,France,Female,26,6,0.0,1,1,0,100200.4,1,2244.692710381333,2345.0731367041935,0,0,0,0
9201,15567923,Barese,739,France,Female,30,6,0.0,1,0,0,122604.44,0,1781.6645571769338,1868.277418324212,0,0,0,0
9202,15788183,Longo,458,Germany,Female,43,1,106870.12,2,1,0,100564.37,0,2324.048565755695,2427.980100292237,0,0,0,0
9203,15735782,MacDonald,528,France,Male,31,9,120962.59,1,1,0,5419.31,0,912.5329401769175,1011.5791006206981,0,0,0,0
9204,15774401,Chambers,773,Spain,Male,51,4,0.0,2,0,0,123587.83,1,3550.911843292588,3672.9222884467904,0,0,0,0
9205,15737971,Cowen,646,France,Female,30,5,0.0,2,1,0,13935.32,0,1715.4371882866096,1815.0833246256568,0,1,1,0
9206,15758750,Iweobiegbunam,564,France,Male,31,0,110527.17,1,1,1,87060.77,0,2770.753130788142,2877.777853668194,0,0,0,0
9207,15611767,Mai,624,Germany,Female,52,0,133723.43,1,0,0,4859.59,1,1078.017283883556,1173.9001234492928,1,1,1,1
9208,15643770,Yu,682,France,Female,52,5,112670.48,1,1,0,21085.17,1,1933.700154225959,2040.5558634945546,1,0,0,1
9209,15744717,Duffy,726,France,Female,44,2,0.0,2,1,1,26733.86,0,161.78832809372855,267.4383847955457,0,0,0,0
9210,15570681,Chiang,560,France,Male,24,1,116084.32,1,1,0,89734.7,0,2774.446844517369,2866.4729862883473,0,0,0,0
9211,15792650,Watts,382,Spain,Male,36,0,0.0,1,1,1,179540.73,1,3877.718397517267,3975.6107623772273,0,0,0,0
9212,15605531,Daly,457,Spain,Female,38,6,0.0,2,1,0,173219.09,0,3885.1820988186064,3966.193902535903,0,0,0,0
9213,15605339,Baker,673,France,Female,37,10,0.0,2,1,1,37411.35,0,1293.328100396545,1393.9627078438552,0,1,1,0
9214,15672216,Uvarov,584,France,Female,40,4,82441.75,1,0,0,80852.11,0,2134.6295681508727,2224.742986679792,0,0,0,0
9215,15812893,Costa,629,France,Female,39,10,0.0,2,1,1,43174.49,1,2845.8152670670524,2958.7660843589447,0,1,1,1
9216,15624180,Genovesi,584,Germany,Female,37,10,134171.8,4,1,1,70927.11,1,1732.472500056951,1841.1012815526678,1,0,0,1
9217,15701364,Doherty,724,France,Male,30,10,0.0,2,1,1,54265.55,0,2756.1679590893614,2865.1895865210686,0,1,0,1
9218,15762588,Kaleski,644,France,Male,31,5,0.0,2,1,1,41872.17,0,2205.212406182831,2313.7952797443013,1,1,1,0
9219,15806318,Wright,676,Germany,Female,48,2,124442.38,1,1,0,15068.53,1,1512.1884204241676,1616.1270303263354,1,0,0,1
9220,15712596,Huang,499,France,Male,31,4,0.0,1,1,0,25950.49,0,1160.8581672976927,1276.3002045088765,0,0,0,0
9221,15600399,Trentino,598,France,Male,60,4,0.0,1,1,0,197727.14,1,4699.004987653856,4813.412452320308,1,0,0,1
9222,15576216,Chienezie,655,Germany,Female,37,4,108862.76,1,1,0,79555.08,1,2090.265977081366,2194.309590038356,0,0,0,0
9223,15620750,Sugden,559,France,Male,28,3,141099.43,1,1,1,15607.27,0,1256.1762780568108,1358.2799242886765,0,0,0,0
9224,15623489,Tu,543,France,Female,67,0,128843.67,1,1,1,134612.48,0,4053.0967429960833,4150.072979508082,1,0,0,1
9225,15667944,Onuchukwu,679,France,Male,39,0,86843.61,1,0,1,159830.58,0,3134.466651972969,3224.4529154695574,0,0,0,0
9226,15584928,Ugochukwutubelum,594,Germany,Female,32,4,120074.97,2,1,1,162961.79,0,3248.7839456464394,3352.3338252240123,0,0,0,0
9227,15779913,Davidson,586,France,Male,27,5,130231.8,2,1,1,192427.16,0,4964.462899782537,5071.725804839236,0,1,1,0
9228,15644977,Goddard,776,France,Female,31,5,0.0,2,1,0,92647.94,0,2619.4971310735027,2711.142270912361,0,0,0,0
9229,15749679,Beck,699,France,Male,39,2,109724.38,1,1,1,180022.39,0,4465.54969528555,4573.695522356849,0,0,0,0
9230,15629010,Beam,847,Germany,Female,35,5,111743.43,1,1,1,183584.14,0,4792.053885023231,4893.439726361041,0,0,0,1
9231,15768465,Sheppard,582,Germany,Male,35,8,121309.17,2,1,1,28750.67,0,1394.7359665237266,1487.3106884437393,0,0,0,0
9232,15767781,Godfrey,648,France,Male,38,10,82697.28,1,1,0,74846.67,0,2345.623924702034,2452.635724374389,0,0,0,0
9233,15635364,Gray,618,France,Female,49,9,44301.43,3,1,1,89729.3,1,2385.003123217083,2490.58398257089,1,0,0,1
9234,15722004,Hsiung,543,France,Female,31,4,138317.94,1,0,0,61843.73,0,1383.341820261705,1476.6573056730294,0,0,0,1
9235,15766044,Cameron,642,Germany,Male,49,4,120688.61,1,1,0,24770.22,1,4.181992772661937,117.5721714462829,1,0,0,1
9236,15586680,Fleming,462,France,Male,27,4,176913.52,1,1,0,80587.27,0,1916.1229187950626,2003.9166155689793,0,0,0,0
9237,15635388,Austin,640,Spain,Male,47,6,89047.14,1,1,0,116286.25,0,2947.4276364859047,3037.7092034889147,1,0,0,1
9238,15655175,Wallace,740,Germany,Male,40,4,114318.78,2,1,0,129333.69,1,2929.6895310337873,3037.9086920735954,0,0,0,0
9239,15639133,Ku,773,France,Female,50,4,0.0,2,1,0,129372.94,0,3905.673450143368,4006.4132342072016,0,0,0,0
9240,15799653,Fiorentino,583,Germany,Female,32,7,94753.55,2,1,1,18149.03,0,724.1564801568043,814.9596846815539,0,1,1,0
9241,15723872,Buccho,589,Spain,Female,46,10,0.0,2,0,1,168369.37,0,4219.677585502659,4310.299574565624,0,0,0,1
9242,15775627,Gordon,509,France,Male,35,8,0.0,2,0,1,67431.28,0,1721.682081989431,1818.2422368664108,0,0,0,0
9243,15630704,Haworth,612,Germany,Male,32,9,106520.73,2,1,0,177092.16,0,4097.010299653402,4188.365551204531,1,0,0,0
9244,15815534,Guidry,505,Spain,Male,37,0,134006.39,1,1,1,93736.69,0,1768.8725433539755,1857.1920164018636,0,0,0,0
9245,15697249,Lettiere,546,Germany,Female,25,3,132837.7,1,1,0,131647.31,0,2056.827740065054,2150.8780309540252,0,0,0,0
9246,15681316,Tai,681,France,Female,41,0,120549.29,2,1,0,175722.31,0,5127.681297323849,5235.389326806486,0,1,1,0
9247,15682523,Chigozie,762,France,Male,20,1,139432.55,1,1,1,85606.83,0,2872.4742053310374,2981.6268299736075,0,0,0,0
9248,15650244,Bezrukov,786,Spain,Male,29,7,80895.44,2,1,0,64945.57,0,2491.494614114957,2586.1209274947946,0,0,0,1
9249,15648638,Chia,629,Spain,Male,34,6,0.0,2,1,0,190347.72,0,4642.163111837722,4754.496949982163,0,0,0,0
9250,15795747,Sheppard,787,Spain,Female,39,7,171646.76,1,0,1,100791.36,0,3201.3039477992766,3304.210660087934,1,0,0,0
9251,15607330,Vasilyev,713,Spain,Male,42,0,109121.71,1,0,1,167873.49,0,4002.107822283115,4094.311728995136,0,0,0,1
9252,15624013,Maxwell,541,France,Female,39,6,109844.81,1,1,0,25289.23,0,765.6374468119303,864.4956644439053,1,0,0,1
9253,15800805,Maher,451,France,Female,31,7,140931.82,1,0,1,20388.77,0,805.5082009986343,893.6728542192619,0,0,0,1
9254,15667321,Cocci,644,Spain,Male,49,10,0.0,2,1,1,145089.64,0,3833.68897307757,3927.3548575590185,0,0,0,0
9255,15601116,P'an,686,France,Male,32,6,0.0,2,1,1,179093.26,0,4715.800632116454,4822.100358579629,0,1,0,0
9256,15622033,Rapuluchukwu,847,Germany,Female,41,3,101543.51,4,1,0,16025.17,1,703.5325646335356,796.631447197977,1,1,1,0
9257,15758451,Azuka,765,Germany,Male,37,7,102708.77,1,1,0,9087.81,0,1222.230344246175,1335.5022970007858,1,0,0,1
9258,15688689,Esposito,678,Germany,Female,37,8,149000.91,2,1,1,21472.42,0,1710.329738209786,1819.1896743609557,0,0,0,0
9259,15652674,Hou,539,France,Male,20,0,83459.86,1,1,1,146752.67,0,3984.6220201472133,4078.45214717376,0,0,0,0
9260,15806327,Cyril,800,France,Female,40,3,75893.11,2,1,0,132562.23,0,5209.090804850071,5293.608258682858,0,0,0,0
9261,15649618,Tomlinson,799,Germany,Female,39,7,167395.6,2,0,1,139537.43,0,4383.314064701053,4492.122037478038,0,1,1,0
9262,15677117,Crawford,629,France,Female,61,6,0.0,2,1,1,133672.61,0,3616.0420865650335,3696.5401075248956,0,0,0,1
9263,15751445,Chikwado,734,Germany,Female,52,6,71283.09,2,0,1,38984.37,0,1111.0818090999398,1234.6460422585074,0,0,0,0
9264,15749669,Hargreaves,542,France,Female,31,3,0.0,2,1,1,115217.59,0,2570.5545193426465,2684.372310845918,0,0,0,0
9265,15656351,Laidley,414,Spain,Male,60,3,0.0,2,1,1,93844.82,0,1485.7713229605001,1591.0093240037734,0,0,0,0
9266,15667438,Ferguson,675,France,Female,38,1,104016.88,1,0,0,22068.83,1,1773.4099209026651,1879.6986400120015,0,1,0,0
9267,15682273,Burns,683,France,Female,38,5,127616.56,1,1,0,123846.07,0,3378.0993997106084,3468.181248754355,1,1,1,1
9268,15580912,McNeill,748,France,Male,32,5,154737.88,2,1,1,172638.13,0,5322.719751984175,5416.802994259942,0,0,0,0
9269,15785183,Chukwuebuka,596,Spain,Male,29,2,0.0,2,1,1,1591.19,0,-53.52356712834838,40.18871118246365,0,0,0,0
9270,15705383,Shen,642,France,Male,35,4,125476.31,1,1,1,91775.51,0,3270.5222881678656,3357.7872870668425,0,0,0,0
9271,15712903,Diaz,499,France,Female,21,3,176511.08,1,1,1,153920.22,0,2234.126657167456,2322.2214188412727,0,0,0,0
9272,15774285,Kentish,649,Spain,Female,47,8,110783.28,1,1,1,71420.16,0,1184.6475636191444,1297.8469920413004,0,1,1,0
9273,15583138,Persse,739,France,Male,42,2,141642.92,2,1,0,172149.76,0,5799.920999595285,5884.681695304925,0,0,0,0
9274,15740160,Okwukwe,616,France,Male,31,1,0.0,2,1,1,54706.75,0,1998.9403351761896,2098.1305553760576,0,0,0,0
9275,15793425,Watt,560,Spain,Female,33,9,0.0,1,0,1,183358.21,0,4811.87465689411,4906.084783735201,0,0,0,0
9276,15749265,Carslaw,427,Germany,Male,42,1,75681.52,1,1,1,57098.0,0,1191.0779923639425,1289.2808117547313,0,0,0,0
9277,15623989,Griffin,435,France,Male,54,3,0.0,1,1,0,156910.46,1,3397.383803578951,3520.1643465243824,1,0,0,1
9278,15604832,Hsia,633,France,Male,29,7,0.0,1,1,1,130224.73,0,2152.2358476621666,2244.00071250104,0,0,0,0
9279,15584580,Fyodorova,443,France,Male,35,6,161111.45,1,0,0,13946.66,0,952.9079490791823,1040.7934009115847,0,0,0,1
9280,15573854,Chukwujekwu,727,France,Male,62,5,0.0,2,0,1,38652.96,0,352.1780111462868,464.6996163378607,0,0,0,0
9281,15614847,Townsend,674,France,Female,45,6,72494.69,1,0,1,140041.78,0,3290.608975598162,3382.0987758147603,1,0,0,1
9282,15679966,Marsh,661,France,Female,31,3,133964.3,1,1,1,166187.1,0,5301.7672341228035,5404.429068002394,1,0,0,1
9283,15799435,Hayes,619,Spain,Male,34,1,0.0,1,1,0,139919.38,0,3984.6272466021783,4062.0872310985756,0,0,0,0
9284,15752186,Padovano,562,France,Female,27,3,0.0,2,1,0,28137.03,0,1145.267022579023,1248.040527268294,0,0,0,0
9285,15705544,Ma,633,France,Male,61,3,157201.48,1,0,1,50368.63,0,1273.1004024431963,1371.1281457018683,1,0,0,1
9286,15713632,Ham,551,Spain,Female,48,5,95679.29,1,0,0,94978.1,0,3163.608660295095,3260.046191771544,0,0,0,0
9287,15586523,Paten,720,Germany,Female,29,7,106230.92,1,1,1,69903.93,1,1369.0095998350187,1460.7090091679945,0,0,0,0
9288,15609176,Cawthorne,688,France,Female,32,5,0.0,2,0,1,177607.77,0,1998.5772550461895,2087.885032374128,0,0,0,1
9289,15769308,Herbert,635,Germany,Female,36,9,81231.85,2,1,0,196731.08,0,4658.208321843875,4763.896155079123,0,0,0,1
9290,15676810,Jen,561,France,Female,31,1,81480.27,2,1,1,65234.6,0,910.2671673589415,1032.684089058071,0,1,1,0
9291,15634591,Saunders,850,France,Male,33,8,73059.38,1,1,1,186281.0,0,4377.857784731369,4474.366929318769,0,0,0,0
9292,15679804,Esquivel,636,France,Male,36,5,117559.05,2,1,1,111573.3,0,2826.480485723487,2941.7622924348016,0,0,0,1
9293,15677764,Chao,461,Germany,Female,74,1,186445.31,2,1,1,196767.83,0,4183.856941971534,4290.337483642009,0,1,0,0
9294,15571917,Eluemuno,771,Germany,Female,38,5,137657.71,2,1,0,72985.61,0,2970.036911777237,3060.516171044219,0,0,0,1
9295,15574608,Sidorova,713,France,Male,36,8,133889.35,1,1,1,143265.65,0,2771.001668377075,2857.686858377922,0,0,0,1
9296,15740868,Pirogova,658,Germany,Female,45,9,134562.8,1,1,1,159268.67,0,4101.414294784635,4196.671784930076,1,1,0,1
9297,15702442,Benson,586,Germany,Female,56,9,100781.75,2,1,1,54448.41,0,1678.658001194926,1796.9534438422324,0,1,1,0
9298,15699797,Santana,737,France,Male,30,8,174356.13,1,0,0,31928.5,0,625.5806380756263,719.1682046636206,1,0,0,1
9299,15648047,Williamson,742,Germany,Male,27,5,190125.43,2,0,0,21793.59,0,638.445766237448,737.8996589305503,0,0,0,1
9300,15766826,North,824,France,Male,26,7,146266.0,1,1,0,21903.62,1,372.79944982321217,477.67458217478463,0,1,1,0
9301,15591628,Davies,701,Germany,Male,41,9,164046.1,1,1,0,49405.93,0,2302.443104140833,2398.557082687527,1,1,1,1
9302,15583857,Siciliano,623,Spain,Female,43,4,123536.52,2,0,0,154908.52,0,2753.3226518052375,2849.33574258167,0,1,1,0
9303,15752534,Mironov,744,France,Male,36,10,0.0,2,1,1,182867.84,0,4724.8232819067925,4808.166947397317,0,0,0,0
9304,15741403,Amechi,698,Spain,Female,38,1,171848.38,1,0,0,16957.45,0,-180.70483847396332,-103.0671381964579,0,0,0,1
9305,15783589,Toscano,616,France,Male,40,9,0.0,2,0,0,93717.55,0,2418.008627737611,2522.092151326986,0,0,0,1
9306,15598046,Su,662,France,Female,39,5,139562.05,2,1,0,61636.22,0,1050.299542521696,1145.1515920946451,0,0,0,0
9307,15643330,Chukwuemeka,594,France,Male,37,2,0.0,2,0,1,95864.5,0,1467.850443822005,1580.8243679741563,0,0,0,0
9308,15680405,P'eng,685,France,Male,40,2,168001.34,2,1,1,167400.29,0,2970.026207343829,3046.177702107426,0,0,0,0
9309,15728683,Lombardo,742,France,Male,27,0,0.0,2,0,1,131534.96,0,5503.535598514427,5611.9844303174505,0,0,0,1
9310,15621644,Lombardi,678,Germany,Male,83,6,123356.63,1,0,1,92934.41,0,2950.655907963589,3062.9266162088093,0,0,0,1
9311,15733032,Butler,651,Spain,Male,47,2,0.0,2,1,1,119808.64,0,3972.922607177576,4089.8539925371474,0,0,0,0
9312,15608381,Dean,585,Germany,Male,50,2,125845.66,1,1,0,9439.31,1,769.779169519446,856.1119878200743,1,0,0,1
9313,15658946,Piccio,579,Germany,Male,40,10,45408.85,2,1,0,18732.91,0,959.9897456268678,1062.2849114607857,0,0,0,0
9314,15757912,Bradley,722,Germany,Female,37,0,125977.81,1,0,0,160162.42,0,3685.0468890188154,3782.772764327828,0,0,0,1
9315,15645371,Cameron,613,Germany,Female,51,7,147262.11,1,1,1,53630.9,1,2037.0523608199533,2137.233125181822,1,0,0,1
9316,15653110,Chan,694,France,Male,42,8,133767.19,1,1,0,36405.21,0,1382.1110807239343,1494.372971112634,0,1,0,0
9317,15766355,Lettiere,550,Germany,Male,49,0,108806.96,3,1,0,61446.92,1,1261.5826198440877,1342.3846872024544,1,0,0,1
9318,15585249,Mironova,741,France,Male,42,6,106036.52,1,1,0,194686.78,1,5551.231248001137,5641.307418360149,0,1,1,0
9319,15611786,Tsui,668,Spain,Female,69,9,0.0,1,0,1,134483.07,0,4191.24826491139,4270.051707674137,0,0,0,0
9320,15575486,Okoli,529,France,Female,27,1,0.0,2,1,1,37769.98,0,1567.6614227827936,1673.6805987426023,0,0,0,0
9321,15780215,Berry,636,France,Male,31,6,0.0,2,1,1,2382.61,0,548.8675662362733,676.3021093071403,0,0,0,0
9322,15686099,Ruse,563,Spain,Male,61,1,82182.1,1,1,0,106826.92,1,2863.8710311976765,2960.5398352306493,1,0,0,1
9323,15739042,Bogolyubov,767,France,Female,35,9,0.0,2,1,0,39511.61,0,2150.3986743315086,2257.6656021001836,0,0,0,1
9324,15815316,Kennedy,644,France,Male,50,9,76817.0,4,1,0,196371.13,1,4944.093430058557,5040.6005571104215,1,1,1,1
9325,15778489,Bolton,780,Germany,Male,71,9,142550.25,2,1,1,122506.78,0,4099.404366431515,4200.688489124221,0,0,0,1
9326,15786389,Chuang,635,Spain,Female,41,10,0.0,2,1,1,61994.2,0,1794.287280315075,1898.3145686304456,0,0,0,1
9327,15601787,Greco,641,Germany,Male,35,2,103711.56,1,0,1,192464.21,1,4205.89776113138,4304.829452407716,0,0,0,0
9328,15624715,Ma,593,Spain,Female,40,2,0.0,1,1,1,5194.95,0,605.1170013579386,708.5466550585379,0,0,0,0
9329,15763093,Nucci,540,Germany,Female,35,7,128369.75,2,1,0,198256.15,0,4293.203092925831,4384.85662372099,0,0,0,0
9330,15572073,Yao,663,Spain,Male,35,5,0.0,2,1,1,62634.94,0,1359.901424321783,1459.9974215484947,0,0,0,0
9331,15780256,Palfreyman,630,France,Male,34,9,0.0,2,1,1,114006.35,0,2881.269236372272,3000.600299550344,0,0,0,0
9332,15659305,Webster,605,Germany,Male,19,8,166133.28,1,1,1,107994.99,0,2766.4669753969506,2885.0693925832543,0,1,1,0
9333,15638882,Cardell,710,Germany,Female,62,9,148214.36,1,1,0,48571.14,1,1282.3567737836643,1375.2370254749899,1,0,0,1
9334,15714680,Bianchi,755,France,Female,78,5,121206.96,1,1,1,76016.49,0,2242.8719451678685,2355.7252192915735,0,0,0,1
9335,15777217,Somadina,641,Spain,Male,25,10,0.0,2,1,1,180808.39,0,5001.443553462165,5097.399316900967,0,0,0,1
